query,mode,repeats,transfers,executed_bytes_cv,executed_files_cv,executed_bytes_max_min,peak_buffer_cv,queue_wait_p50_ms,queue_wait_p95_ms,queue_wait_max_ms,enqueue_demand_p50_mib,enqueue_demand_p95_mib,max_total_queue_mib,max_total_queue_depth,adaptive_limit_changes
q37,selective-base,3,1155.0,0.29005356185830833,0.17692682268649232,3.398069032632178,0.20583611984725714,8.328869,357.4396076999998,862.017355,19.3984375,72.46484375,1308.54296875,61.0,0.0
q37,selective-gate,3,508.0,0.2549170552343562,0.15772448814358617,2.7378203557950718,0.230000802567692,9.640851,725.1516892,1401.075937,37.453125,73.07734375,1502.36328125,55.0,0.0
q37,selective-gate-cost,3,555.0,0.21793549880728447,0.14328644687958106,2.2877499530425864,0.2516231179038842,10.106837,259.72195549999975,872.985361,37.7109375,73.0609375,1072.81640625,29.0,0.0
q38,selective-all,3,147.0,0.16783003999965146,0.15626367127690782,1.98555710196686,0.04804234691509616,11.610431,77.96679819999997,343.456882,26.44921875,34.803125,243.9140625,11.0,136.0
q38,selective-base,3,827.0,0.21763341691224766,0.15788693325100164,2.464649741387112,0.09664148079277321,9.531479,39.28443949999998,167.637085,25.8359375,33.3671875,564.00390625,20.0,0.0
q38,selective-gate,3,286.0,0.2701601664396818,0.23265252473511866,3.462236383126151,0.06530831717729693,10.3978285,60.25725919999999,219.290435,26.51953125,34.796875,408.29296875,16.0,0.0
q38,selective-gate-cost,3,223.0,0.16870457846699527,0.1633251660439421,1.9902248578220838,0.05667612651083588,11.753899,137.45736409999958,209.227729,26.51953125,34.796875,306.28125,10.0,0.0
q39,selective-all,3,279.0,0.49071214290784426,0.5641336412027905,6.188922157103324,0.12614943711591087,12.465417,345.2334985,569.678695,37.8671875,73.55859375,514.91015625,16.0,262.0
q39,selective-base,3,1226.0,0.29455697297418726,0.19292525446035763,3.9051786259541985,0.25327205215271004,7.346691,76.25752939999987,421.689766,20.02734375,73.0703125,1187.1875,30.0,0.0
q39,selective-gate,3,549.0,0.7749530131939358,0.7446994907631995,11.64135989942218,0.25960634925729964,8.664263,157.85909864999965,454.640318,38.181640625,73.61328125,1032.4375,16.0,0.0
q39,selective-gate-cost,3,578.0,0.6051683654238965,0.6281164975326283,7.949657550242976,0.2232532931549511,8.712102,177.58606959999955,484.315094,38.30859375,73.61328125,999.2890625,21.0,0.0
q40,selective-all,3,426.0,0.4182965816400478,0.4307086587595712,6.168512354098622,0.12170343175223483,13.855966,1069.351746,1784.787525,37.5390625,87.65625,1960.83203125,50.0,286.0
q40,selective-base,3,1241.0,0.4145672378804833,0.3579898577910413,5.119509330175526,0.16752046343374363,11.70511,365.77005,1388.619589,34.890625,87.390625,1884.70703125,52.0,0.0
q40,selective-gate,3,640.0,0.4233809621423414,0.40100201034993266,5.611041010739512,0.1592528496484552,13.0165335,1245.198112000001,1914.621917,50.46484375,87.8359375,2260.4296875,57.0,0.0
q40,selective-gate-cost,3,657.0,0.376962572717667,0.34311909432531584,5.048378491998625,0.15351288993645437,13.462336,797.6866355999999,2031.752296,50.24609375,87.65625,2022.85546875,46.0,0.0
q41,selective-all,3,0.0,0.14770736613603708,0.1477006794928725,1.9884069785628635,0.0006285167564700114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q41,selective-base,3,74.0,0.20187594964179006,0.20186281527662853,1.8627791677069905,0.0006458965203199162,1.4972735,11.09701839999992,39.368706,4.79296875,4.796875,57.53125,12.0,0.0
q41,selective-gate,3,0.0,0.16844750101328024,0.16846583423557282,2.083125892478098,0.0006119375683290802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q41,selective-gate-cost,3,0.0,0.15094632365302332,0.15093499286220044,1.918631600400017,0.0005844724172989888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q42,selective-all,3,0.0,0.20987308456458786,0.20987216509959997,1.9092672764879821,0.000682648741753815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q42,selective-base,3,74.0,0.20186537842862307,0.20183560107989187,2.0454951546110025,0.0006926736786651225,2.3542745,9.141249899999956,32.172374,4.80078125,4.8046875,62.328125,13.0,0.0
q42,selective-gate,3,0.0,0.16059975430620982,0.16058631282642832,1.8659477877336936,0.0006806194460993898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q42,selective-gate-cost,3,0.0,0.2026782023385987,0.20265043722388376,1.8641832543126204,0.0007060793501784838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q43,selective-all,3,0.0,0.18417266513529815,0.18417047050770993,2.3476889047913345,0.0008342798466341821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q43,selective-base,3,74.0,0.1782419896979515,0.17822605412000653,1.9684861737758463,0.0008342798466341821,1.390068,4.781150399999996,39.820498,3.59765625,3.6015625,35.94921875,10.0,0.0
q43,selective-gate,3,0.0,0.16867238221607175,0.16866136271665036,2.154512107617304,0.0008529822771123404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q43,selective-gate-cost,3,0.0,0.18555826185732838,0.18553741752213015,2.1867931937172775,0.0008499421472413658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
